0_frequency_bin,0_max_magnitude,0_min_magnitude,0_avg_magnitude,0_sd_magnitude,0_avg_difference,0_sd_difference,1_frequency_bin,1_max_magnitude,1_min_magnitude,1_avg_magnitude,1_sd_magnitude,1_avg_difference,1_sd_difference,2_frequency_bin,2_max_magnitude,2_min_magnitude,2_avg_magnitude,2_sd_magnitude,2_avg_difference,2_sd_difference,3_frequency_bin,3_max_magnitude,3_min_magnitude,3_avg_magnitude,3_sd_magnitude,3_avg_difference,3_sd_difference,4_frequency_bin,4_max_magnitude,4_min_magnitude,4_avg_magnitude,4_sd_magnitude,4_avg_difference,4_sd_difference,5_frequency_bin,5_max_magnitude,5_min_magnitude,5_avg_magnitude,5_sd_magnitude,5_avg_difference,5_sd_difference,6_frequency_bin,6_max_magnitude,6_min_magnitude,6_avg_magnitude,6_sd_magnitude,6_avg_difference,6_sd_difference,7_frequency_bin,7_max_magnitude,7_min_magnitude,7_avg_magnitude,7_sd_magnitude,7_avg_difference,7_sd_difference,8_frequency_bin,8_max_magnitude,8_min_magnitude,8_avg_magnitude,8_sd_magnitude,8_avg_difference,8_sd_difference,9_frequency_bin,9_max_magnitude,9_min_magnitude,9_avg_magnitude,9_sd_magnitude,9_avg_difference,9_sd_difference,target_frequency
22.0,260.2663866489657,2.767430489240701,23.73064092880223,39.72631588729438,-1.3067969180421541,3.6944303953297175,18.0,237.90588552465525,2.449791106471847,23.994991817694377,40.65383715560519,-1.6879246981799274,6.112180371417842,21.0,121.22878885144424,1.7679666462312034,11.244861211180982,18.08747767948404,-0.5474068322329463,1.4541048317713319,122.0,114.19124850748473,1.731054975655873,8.731210279613562,15.258202702260261,-0.43045195287558075,1.4404289768225251,141.0,45.594810789797435,1.0029147779325382,6.072948336239872,7.324815288368127,-0.22444909036429855,0.4300233959365146,151.0,73.94571147429401,0.9041677298127836,6.06599230933102,11.490903446706787,-0.2506069348552874,1.5079545708316737,342.0,15.731286274620208,0.9372295456514037,4.162096468758474,2.4537533633733473,-0.046403630632254694,0.5797630443182147,49.0,32.10214860119383,0.36547747901499195,3.199918142450951,3.3559993730025637,-0.03975529330150717,0.4902114438843097,30.0,19.343180952516914,0.5324906153817689,4.010807034767389,3.3625970875662508,-0.03148015905614358,1.020498889621715,109.0,21.13126242381521,0.19131852603353733,3.7560468161646057,2.9205131186956894,-0.025135154319300794,0.37834722332346155,372.4199359466699
30.0,258.54747317697354,3.4669767179716953,25.729991103502297,46.68569919477268,-1.3294542002055643,4.618474802180697,24.0,153.39939334584818,3.191813911827432,17.4824167505133,29.58673705048554,-0.5156989873458852,1.159989165215569,40.0,180.88970885264376,2.8452347052487728,13.712596226153117,27.13113586129,-1.1948291820852472,2.3408707976710392,41.0,66.48458405465752,2.7108023171935245,4.175413527777671,7.442500651979524,-0.3869736387339206,0.7167501783359782,49.0,66.15966772734322,0.6312174166276894,4.052742428334207,11.679241051943283,-0.24643201635803633,0.3582512870968921,100.0,39.739217081050214,1.4184911247101273,3.709478333283874,7.269724300214831,-0.2813033928727234,1.2049639482353518,116.0,16.360118261475062,1.0529577571999649,3.0379435495360396,3.726301958498923,-0.19625789965115045,0.13602776876334205,32.0,63.14936428924834,0.8110805634611193,3.08995163234761,6.423992795938107,-0.4782380905612975,1.3014847839349468,40.0,30.856294550401255,0.2693518317873978,2.2324636599818994,5.249085327837038,-0.19037337244349117,0.23698322985820486,6.0,44.491887583402686,1.125250469047916,2.5448483589138515,6.1817537682847,-0.389973272381723,1.2629976804972292,719.6933649798933
121.0,103.32305655812482,0.7491873526483208,19.81644235533886,19.688262689506654,-1.2241558151293346,4.753059637007315,117.0,95.27939442555193,0.45140566450551073,15.10806555572211,16.67605675218647,-1.1974044389302996,3.8827904089148526,153.0,31.754299645645055,1.701997127318594,9.964331817144167,6.748717382204134,-0.43721682101486026,1.0134089058134907,117.0,26.007769212962017,1.1734884157606817,4.230707282863937,5.1782768784090205,-0.2562209537090266,1.0503468695400813,202.0,51.43128579225987,0.2646702947759171,3.478333823715152,9.88168284707415,-0.26709855566011725,1.1563016127487418,157.0,13.41026203733924,0.37611775393166497,5.154832889298802,2.979338782244578,-0.19926250139212123,0.719344079904535,57.0,19.67731440591662,0.8209219288844101,2.4613740109611024,4.020971284330204,-0.25077437883177667,0.8434277850078338,69.0,26.326514712205686,0.1293447942104754,2.2309333131806577,4.40089286498281,-0.18508540039833582,0.5241402466724826,141.0,9.402208479694979,0.13595566391415817,1.8986043037928413,2.4197809068269653,-0.046695522507572855,0.5113037316462365,55.0,21.77356342852473,0.09845699399781964,2.2251676242996363,3.3333130979800494,-0.07891017335046635,0.2412856647375819,1315.8504431455774
120.0,157.90276508497303,2.1147164259348767,23.671017326565597,29.994700557465865,-1.3830241038452504,6.189800890787078,120.0,166.60844279317752,1.4604339331984868,18.17477739457558,29.280110971046213,-1.4770623582837876,6.575269758826407,107.0,162.12496348932308,1.9103957688872455,13.44444539471619,24.522664104321144,-1.047924787099964,5.909064431970876,238.0,22.488578574648677,1.7404555373344155,8.739686915927052,10.227543621411606,-0.11743730451825476,1.9837176440613034,224.0,18.205277621115066,0.7691309007090824,6.443785147787472,3.579782185731019,-0.01453421957723294,0.46834798609133427,339.0,21.10537057840476,0.6577276162561422,5.1485531169204215,4.939502383624129,-0.05749606340763024,0.8175943260841398,97.0,13.889127557061725,0.5654275011530862,4.123754687277595,2.202165096926234,-0.020725080926814195,0.13845213582134422,140.0,29.738355912526668,0.25578664451815514,1.7926312283019188,4.844586107326951,-0.18803941247790806,1.0253009522943926,35.0,16.887390594796205,0.40563091290021785,1.497905581630441,2.9090758172589193,-0.026397076712630453,0.3214813932050026,72.0,10.764834625154066,0.21751887071683754,1.6623306742674688,1.8923292726775713,-0.03328555024836745,0.18021261056479027,632.404577448199
91.0,73.34148491058995,0.4665214145716932,6.165889693991403,16.25159411442916,-0.8542624956768099,2.269707967070607,74.0,52.020635170094785,0.35484475268245874,6.851900814320198,12.334375190981486,-0.5542080913817424,2.303007282683983,90.0,26.313594793037304,0.4421219130451058,3.3574627985833465,7.635063191291681,-0.22929866496231585,0.9654907016936902,119.0,48.56251918499168,1.0161882927323365,2.988190251425981,2.9643497384628184,-0.956924927399696,2.761578653088531,170.0,74.45560787762152,0.2654756069553755,2.8630486162528053,10.793293983799957,-0.7142961911016574,2.294510852317729,75.0,15.864551393853034,0.24587519236505762,1.6891891651370978,4.598385289040108,-0.23710586949683088,0.5084208131521615,160.0,57.652362474856986,0.30309247594491306,2.349301761374085,9.67920454966638,-0.33255482364270744,1.7501884509678867,56.0,60.288216660965084,0.22138575310976252,4.240300664893894,8.849935825964396,-0.4501885815861735,2.2825497740714216,216.0,32.70512695631451,0.057569877661358855,3.549616903806298,5.6017948927828805,-0.2590974862644252,1.3311196673694237,238.0,49.01167882749269,0.14199616750558838,3.291952157911146,8.231125221604454,-0.3974752974384592,1.24196030392487,1588.5569838451052
148.0,65.03407384263305,3.8930490208544226,15.353508213863218,10.917444584086137,-0.1566698460992855,0.8044769910247651,109.0,25.743287711732442,2.2759974455837493,11.969440814333687,5.714565476681607,-0.16352846547680577,1.4571599947569307,44.0,28.007255787404546,2.1623868309299348,11.377039818679087,4.768233942593093,-0.03881817637923145,0.7278263783504995,207.0,52.673113056976284,2.4549098981570854,9.42942067403219,9.034587294155477,-0.18798593157073956,0.9176018166352534,160.0,95.02234509379338,0.77028527870766,7.393361588614705,20.500064161514928,-0.19966749070054302,1.2337979506385945,155.0,70.81790855295918,0.6961460085076288,7.73364799164954,10.289928097728701,-0.13538564807039347,1.1608911262597315,83.0,59.00515810784097,0.9659255811361918,5.891511341468962,9.537444040002125,-0.14410040779154662,1.9772187789640792,117.0,32.672074868462225,0.41779270460146567,4.388979227888693,4.197855801767487,-0.1257124895994231,1.1119898915056834,39.0,23.369098120215273,0.55282591656253,5.88617246310395,4.127514517382982,-0.12841140986088803,0.9786998473231749,163.0,22.455312460766763,0.4498001191885534,5.985682303223084,4.25194852549544,-0.06919899014042774,0.5954726967439252,684.1173533034417
68.0,160.31430484913577,0.5757945550178257,13.175310398382596,24.77607917903703,-0.8614689140700855,3.0700717287930797,69.0,119.69977000484245,1.1057138913650466,14.908011474764248,18.34368023672411,-1.1741565402692795,2.99733772839872,75.0,72.56883271489063,0.9200942168312884,5.288766937161238,13.25565620147329,-0.2997585216023385,0.7417482693917722,126.0,111.41755182281547,1.1563205661966223,1.963363427917017,8.077340029248443,-0.45395970588935847,1.4567460772870966,104.0,61.36583929675615,0.16457584502043335,2.3520311801771716,12.453256336151743,-0.4280862006770233,0.9203973454021299,217.0,51.43314597237195,0.7996058018597729,4.144550019588944,9.51945363339158,-0.3023134148425301,1.3975308116410192,188.0,45.51353240291337,0.653416933557025,2.1859604484346695,7.107138369624927,-0.18937601528995524,0.7299372170277302,147.0,23.759129004086766,0.34638167679134124,4.156917514341409,5.161683278503338,-0.08139107086470962,0.2990775008490276,142.0,46.99609596048972,0.12743761550406654,3.9475816417014786,7.387163148198999,-0.15402282529317496,0.6349713760539732,157.0,49.15401192874213,0.33905383368442843,3.249744692307939,7.303035912892607,-0.15355123128187775,0.849052979152749,1136.3500905986618
25.0,209.29408439314798,3.5538630257047332,20.466446253336617,33.73784306891484,-1.208021931753871,5.724936705903806,26.0,154.11050612489709,2.4915974879290412,13.948442946761922,27.60378285383799,-1.0885882831702156,5.737839381671908,32.0,67.35586455949274,2.061220394206627,10.853611529581574,12.323597555650686,-0.3662131152423884,3.446170884422455,112.0,35.665464049026276,1.465276217117138,4.907274633493256,6.479734959817202,-0.3375071950108141,0.5751250552113835,36.0,63.832987177619096,0.7429162906531699,4.170888538907586,9.447733500415076,-0.29429002372806584,1.218222430974166,5.0,61.40692613844918,0.32684933032409763,3.6870503511461292,7.1467689665018455,-0.37398599654167564,1.9049403710012136,67.0,46.668909527641475,0.3658535972427237,2.7135817695364937,5.325913851967517,-0.48450550645480267,2.514762606236592,183.0,66.74054751949915,0.23711062741666886,2.648167908060119,6.254998301785744,-0.4805196382074464,2.734425253088498,7.0,15.38142210282273,0.4554763652400644,2.3256904411771586,2.819838397102692,-0.17772208303014692,0.7185567603616183,92.0,44.365954407876636,0.47647479998130976,2.4823989571515184,6.222758852880059,-0.4460457325980171,1.8893222569527395,1129.3531333051815
18.0,93.4140469335518,3.2062575589549813,10.352111452634999,13.376473375902433,-0.3385618786089081,1.4416915535164498,32.0,119.1748468182136,2.8212316378578297,15.662407224091982,18.017527459279034,-0.45199307431370517,2.728306643520084,41.0,84.9177724260697,2.067988150485952,8.115010988477195,13.361418115399966,-0.15549163429881385,1.2138182262963821,72.0,99.25214267101968,1.794304435817904,11.853537580117823,19.173188038400596,-0.3446547448838749,1.2085702278659147,47.0,165.02262424142216,1.0290707204794336,10.37695788673127,23.17662693049982,-0.5020100257560501,2.917163109826138,51.0,59.23895675975214,0.7555333840338652,8.032966580339991,11.037053194992104,-0.21869689557622915,1.0841305244620334,13.0,64.68458812897168,1.6429224335033659,8.048832431029217,9.468554459125704,-0.17743590484589875,1.2701529262319133,42.0,77.5903262964038,0.7695766520998397,5.236173305770332,8.816283392864442,-0.2167038070210141,1.2483458775746112,64.0,31.86094334077167,0.5744340490653191,6.560594598887479,6.321214651299863,-0.062282551310032,0.5392795801489154,128.0,43.20547773796433,0.5871028702433813,5.995166880137958,6.310704848796516,-0.18095989773800675,0.5399882844651578,252.18674058643612
197.0,46.810306871968464,1.8105675498339784,10.925502004342363,9.855585900836482,-0.7763209322575255,1.2132501113351668,114.0,55.520575383462905,0.39770034348502664,7.4798681710464745,11.564107309324866,-0.7934699671058465,4.050421209160689,171.0,21.031767926700187,2.40706215554424,3.948740771638465,4.498439970612589,-0.3697939793467415,1.6216938470210551,41.0,112.34647975143065,2.112780425929513,5.34222268994315,16.658525673100932,-1.109245000588128,3.457150708903427,35.0,18.270277241932817,0.9802879719984425,3.1630784232455182,4.470224456033106,-0.5946415059012673,0.6238393919047919,146.0,12.728631778440516,0.9171651126587688,3.596439788127328,3.1439466065658372,-0.23190237617315915,0.7597614048297994,80.0,23.401294611518058,0.539109963064111,2.7536404091011795,3.897760435946473,-0.2666796978617756,1.3796780920319125,83.0,7.152483385268185,0.4539638458431951,4.496360479785946,1.9777461784848418,-0.12700956648920655,1.0988784860760257,159.0,38.465942988412465,0.32588628281516063,3.249104525133516,6.483758220655314,-0.338582736192195,1.2817499843785303,18.0,37.336583353229805,0.3396020114884286,3.107463290409234,6.3157883070005845,-0.36065574474557544,1.350157296015803,1533.339787102397
